comman,text,label
الحرب في سوريا: انفجارات في محيط مطار المزة العسكري بالقرب من العاصمة دمشق,هدوء فى محيط مطار المزة العسكري,0
الحكم على ناشطة مصرية بالسجن لسنتين لنشر أخبار كاذبة,السلطات المصرية تقرر سجن أحد الناشطات لسنتين بسبب نشر الشائعات,1
وفاة بطلة سوبرمان عن عمر ناهز 69 سنة,وفاة بطلة سبايدرمان عن عمر ناهز 69 سنة,0
الحوثيون يعلنون وقفا مؤقتا للعمليات العسكرية البحرية في اليمن,الحوثيون يعلنون استمرار العمليات العسكرية البحرية في اليمن,0
إنتاج قياسي للنفط الأميركي,النفط الأميركي يسجل مستوى منخفض جديد,0
رسائل وطرود للفلسطينيين احتجزتها إسرائيل تصل أريحا بعد 8 سنوات,بعد مرور 8 سنوات: إسرائيل تفرج عن رسائل وطرود للفلسطينيين,1
مقتل ضابط وجندي إسرائيليين في عملية دهس بالضفة الغربية,عملية دهس ينتج عنها سقوط ضابط و جندى إسرائيليين بالضفة الغربية,1
مسلحو المعارضة يغادرون ثلاث بلدات في الغوطة الشرقية,مسلحو المعارضة يسنحبون من ثلاث بلدات في الغوطة الشرقية,1
لافروف يلتقي دي مستورا لبحث تطورات الأوضاع في سوريا,لقاء بين لافروف و دى مستورا لبحث تطورات الأوضاع السورية,1
مصر تعلن تكلفة خط الغاز القبرصي,قبرص تعلن تكلفة خط الغاز لمصر,0
حوّل غونين سيغيف نشاطه من تجارة المخدرات إلى العمل كجاسوس لدولة إيران,أكمل غونين سيغيف حياته في تجارة المخدرات فقط,0
المرحلة الأولى للعقوبات الأميركية ضد إيران,المرحلة الثانية من العقوبات الأميركية ضد إيران في سطور,0
الدولار يرتفع لأعلى مستوى في 4 أشهر,في ٤ أشهر: الدولار يرتفع لأعلى مستوى,1
هشام عشماوي من ضابط صاعقة سابق إلى أخطر المطلوبين,مصدر: هشام عشماوي ليس ضابط صاعقة سابق,0
مصر تسقط جنسيتها عن شقيقين حصلا على الجنسية الإسرائيلية,ابقت مصر على جنسيتها لشقيقين رغم حصولهم على الجنسية الإسرائيلية,0
إعصار مكونو يقترب من ضرب السعودية بعد مروره بسلطنة عمان وسقطرى,إعصار مكونو بعيد عن السعودية,0
الكويت تطرد السفير الفلبيني وتستدعي سفيرها من مانيلا للتشاور,طرد السفير الفلبيني من الكويت و استدعاء السفير الكويتى من مانيلا للتشاور,1
السفارة الإيرانية بلندن تُهاجم من قبل الطائفة الشيرازية,تعرف على الطائفة الشيرازية التي هاجم أفراد منها السفارة الإسرائيلية بلندن,0
البرلمان المصري يقر زيادة رسوم خدمات حكومية,قرار من البرلمان المصري بزيادة الرسوم لخدمات حكومية,1
إيران تعلن حالة الاستنفار بين قوات الطوارئ بعد مصرع 66 في تحطم طائرة مدنية,أعلنت إيران حالة الطوارئ بعد مصرع 66 في حادث تحطم الطائرة,1
إضراب عمال إيرفرانس يلغي نحو ثلث رحلاتها,إلغاء ثلث رحلات ايرفرانس بسبب الإضراب,1
إسرائيل تحذر إيران بعد غارات جوية واسعة في سوريا,إسرائيل تدعم هجمات إيران الجوية في سوريا,0
خطة جديدة من ترامب لدعم النووي والفحم,دعم جديد للنووي والفحم الأميركيين,1
تنافس بين فستاني كايت و ميغان,تنافس بين حذاءي كايت و ميغان,0
قوات الأمن المصرية تعتقل وائل عباس المدون المصري البارز,إعتقال المدون المصري البارز وائل عباس من قبل قوات الأمن المصرية,1
الدولار يرتفع مدفوعا بمخاوف الحرب التجارية,مخاوف الحرب التجارية تهوي بالدولار,0
احتساء القهوة بين الأميركيين يصل أعلى مستوى منذ 2012,انخفاض الإقبال على احتساء القهوة بين الأميركيين,0
وفاة الإذاعية المصرية أمال فهمي عن 92 عاما,الإذاعية المصرية آمال فهمي تتوفى عن عمر يناهز 92 عاماً,1
سوريا تدعو منظمة حظر الأسلحة الكيمياوية إلى إرسال فريق إلى دوما للتحقيق,روسيا تدعو منظمة حظر الأسلحة الكيمياوية إلى إرسال فريق إلى دوما للتحقيق,0
النفط يتراجع مع زيادة المخزونات الأميركية,المخزون الأميركي يصعد بالنفط,0
الذهب يرتفع بدعم النزاع الأميركي الصيني,النزاع الأمريكي مع الصين يتسبب في ارتفاع لأسعار النفط,0
تركيا تحرم العراق من المياه.. وفيديو يظهر جفاف دجلة,هل تركيا مذنبة في عطش العراق؟,1
دعم جديد للنووي والفحم الأميركيين,ترامب يعلن خطة جديدة لدعم الصلب,0
هجوم إيراني ضد الدولار,واشنطن تتحدى طهران بإجراء ضد الريال,0
حزب النهضة يعلن فوزه في الانتخابات البلدية في تونس,حزب النهضة يخسر الانتخابات البلدية في تونس,0
الذهب يستقر مع بقاء الدولار قرب أعلى مستوى,بقاء الدولار قرب أعلى مستوى واستقرار للذهب,1
السعودية: الهجوم على ناقلة النفط لن يؤثر على الإمدادات,مساهمة السعودية بالنفط عالمياً لا يتأثر باستهداف ناقلتها,1
شم النسيم: قصة أقدم عيد شعبي في مصر,شم النسيم: قصة أقدم عيد شعبي في ليبيا,0
من هو اللواء أحمد عسيري المتهم بالوقوف وراء مقتل خاشقجي؟,الشبهات تبتعد عن اللواء أحمد عسيرى بشأن بقتل جاشقجى,0
قامت جماعة مناصرة لتنظيم الدولة بالسيطرة على جنوبي سوريا,تم تحرير جنوبي سوريا من يد تنظيم الدولة,0
إيرباص تهدد بريطانيا: سنرحل,مصدر لبي بي سي يشير لاحتمال مسؤولية بريطانيا عن قتل مدنيين بالموصل,other
من هم المتهمون بأنهم أعضاء فريق تصفية خاشقجي؟,تعرف على المتهمين بتصفية حاشقجى,1
الرسوم الجمركية تنذر بحروب تجارية,التجارة العالمية آمنة رغم الرسوم الجمركية,0
دراسة أوبك لزيادة الإنتاج تهبط بالنفط,دراسة زيادة الإنتاج ترفع اسعار النفط,0
ترامب يهدد بمنع استيراد المرسيدس,ترامب: الاسواق مفتوحة أمام المرسيدس,0
سوريات يتعرضن للاستغلال الجنسي مقابل الحصول على مساعدات إنسانية,السيدات فى سوريا يحصلن على المساعدات دون المساس بحقوقهم الإنسانية,0
ترحيب بظهور أشهر عارضات الأزياء الممتلئات في العالم من دون رتوش,ترحيب بأشهر عارضات الأزياء الممتلئات في العالم,1
رفض ترودو الاعتذار عن موقف كندا من حقوق الإنسان فى السعودية,قدم ترودو إعتذاره عن موقف كندا من حقوق الإنسان فى السعودية,0
مصر تعلن تكلفة خط الغاز القبرصي,إعلان مصري عن تكلفة الغاز القبرصي,1
توقيع اتفاق سلام جديد لإنهاء الحرب الأهلية في جنوب السودان,انهاء الحرب الأهلية في جنوب السودان عن طريق اتفاق سلام جديد,1
عن التحرش في المغرب: أعيش في مدينة، نادرا ما أمشي في شوارعها,فتاة مغربية: نادرا ما أمشى فى الشوارع خوفا من التحرش,1
التونسيون يدلون بأصواتهم في انتخابات الفرصة المهمة,تصويت تونسي في انتخابات الفرصة المهمة,1
نتنياهو يقدم وثائق سرية تبثت أن إيران أخفت برنامجها للتسلح النووي,نتنياهو: إيران قامت باعلامه ببرنامجها للتسلح النووي,0
إدلب بلا شيعة بعد إخلاء كفريا والفوعة,عودة الشيعة الى إدلب,0
أسعار النفط تهبط مع دراسة أوبك وروسيا لزيادة الإنتاج,دراسة أوبك لزيادة الإنتاج تهبط بالنفط,1
طرد السفير الفلبيني من الكويت و استدعاء السفير الكويتى من مانيلا للتشاور,السفير الفلبيني فى الكويت يواصل عمله بصورة طبيعية,0
الحرب التجارية ترفع قيمة الدولار,مخاوف الحرب التجارية تهوي بالدولار,0
أعلن خامئني عن تأييده التام في منع تصدير النفط بسبب العقوبات الأمريكية,أعلن خامئني عن رفضه لمنع تصدير النفط بسبب العقوبات الأمريكية,0
الذهب يهوي إلى أدنى مستوياته في 6 أشهر,الذهب في أدنى مستوياته في ستة أشهر,1
تعرف على لغة باديشي التي يتحدث بها 3 رجال فقط,باديشي لغة يتحدث بها ثلاثة بلدان فقط,0
واشنطن تدرس إعفاءات للدول التي تتخلى عن النفط الإيراني,إعفاء أميركي عن دول تقاطع نفط إيران,1
الذهب يتراجع مع صعود للدولار,الدولار يرتفع مع صعود الذهب,0
الطلب الأميركي يصعد بالنفط لأعلى مستوى في 3 أسابيع,النفط يهوي رغم زيادة الطلب الأميركي,0
تعرض مؤسسات يهودية للتهديد من قبل شاب أمريكي إسرائيلي,إتهام شاب فلسطيني بشأن التهديدات المرسلة إلى مؤسسات يهودية,0
165 مليار درهم في التكرير والبتروكيماويات استثمارات من قبل أدنوك,165 مليون درهم في التكرير والبتروكيماويات استثمارات من قبل أدنوك,0
تطوير الأداء الحكومي في تعاون مصري إماراتي جديد,مصر والإمارات تتجهان لوقف التعاون في مجال تطوير الأداء الحكومي,0
وزير الدفاع الإسرائيلي أفيغدور ليبرمان يدعو للتوسع في الاستيطان لوقف هجمات الفلسطينيين,وزير الدفاع الإسرائيلي يدعو للتوسع في الاستيطان للقضاء على هجمات الفلسطينيين,1
النفط يرتفع مع عقوبات أمريكا ضد إيران,تدهور في أسعار النفط جراء العقوبات الأميركية ضد إيران,0
الذهب يصعد مع هبوط الدولار,صعود للذهب بانخفاض الدولار,1
الأمم المتحدة تدين تشويه سمعة مرشحات برلمانيات عراقيات,دعم من الأمم المتحدة لتشويه سمعة مرشحات برلمانيات عراقيات,0
الرئيس التونسي يدعو إلى المساواة في الميراث بين الرجل والمرأة,دعى الرئيس التونسى للمساواة فى الميراث بين الرجل و المرأة,1
الإفراج عن الفلسطينية عهد التميمي بعد سجنها 8 أشهر إثر صفعها جنديا إسرائيليا في الضفة الغربية,الإفراج عن عهد التميمي بعد ايداعها بالسجن 8 أشهر بعد صفعها جنديا إسرائيليا في الضفة الغربية,1
تعرف على محرم إنجة منافس أردوغان على رئاسة تركيا,محرم إنجة ينسحب من منافسة أردوغان على رئاسة تركيا,0
إغلاق مراكز الانتخابات الرئاسية فى مصر وبدء فرز الأصوات,استمرار التوصيت فى الانتخابات الرئاسية المصرية,0
تعليقات ترامب تنزل بالدولار من أعلى مستوى في عام,ترامب يصعد بالدولار في تصريح واحد,0
إسرائيل: لا تغيير في قواعد الاشتباك عند حدود غزة,إسرائيل تعلن تغيير كبير في قواعد الاشتباك عند حدود غزة,0
إسرائيل تتهم إيران بالوقوف وراء حركة الاحتجاجات على حدودها مع غزة,اتهمت إسرائيل إيران بأنها وراء حركة الاحتجاجات على حدودها مع غزة,1
رغم تهديد تركيا.. توتال تسعى لتوسيع التنقيب قبالة قبرص,توتال تسعى لتوسيع بؤرة التنقيب قرب قبرص رغم تهديدات تركيا,1
الإخفاق في التوصل لاتفاق باجتماع اللجنة الثلاثية بشأن سد النهضة,مصر و السودان و اثيبوبيا يفشلون في التوصل لحل لأزمة سد النهضة,1
استقالة السياسي المصري خالد علي من حزبه إثر اتهامه بالتحرش الجنسي,اتهام بالتحرش الجنسي للسياسي المصري خالد علي مما أدى لاستقالته عن حزبه,1
تبدد المخاوف بشأن النفط,تجدد المخاوف يرفع أسعار النفط,0
اتهام بالتحرش الجنسي للسياسي المصري خالد علي مما أدى لاستقالته عن حزبه,إقالة السياسي المصري خالد علي من حزبه إثر اتهامه بأخذ رشوة,0
تركيا في عين العاصفة.. والحل عند أردوغان البراغماتي,براغماتية أردوغان تضع بلاده في قلب العاصفة,1
عن التحرش في المغرب: أعيش في مدينة، نادرا ما أمشي في شوارعها,فتاة مغربية: نمشي بأمان فى الشوارع,0
نساء سيناء متمسكات بالتطريز البدوي رغم الظروف الصعبة في ظل الحرب على الإرهاب,نساء سيناء متمسكات بحرفة التطريز البدوى رغم ظروف مواجهة الإرهاب,1
المركزي المصري يخفض أسعار الفائدة مع انحسار التضخم,المركزي المصري يرفع أسعار الفائدة مع ارتفاع في التضخم,0
ترامب يهدد كندا إذا لم تتفاهم معه,كندا تدخل دائرة  تهديدات ترامب,1
قانون عاملات المنازل الجديد في المغرب يثير جدلا,جدل واسع بسبب قانون عاملات المنازل الجديد في المغرب,1
تهديد للتجارة الحرة بين كندا و أمريكا بعد تصريحات ترودو,تهديد للتجارة الحرة بين كندا و أمريكا بعد تصريحات ترامب,0
صعود بالنفط وتمسك اوبك بقيود المعروض,اوبك تتخلى عن قيود المعروض في ظل هبوط أسعار النفط,0
معارك عنيفة في البوكمال السورية مع محاولة تنظيم الدولة استعادتها,تنظيم الدولة يحاول استعادة البوكمال السورية بعد معارك طاحنة,1
روسيا: لا يوجد اتفاق في مجلس الأمن بشأن الهدنة في سوريا,لافروف يلتقي دي مستورا لبحث تطورات الأوضاع في سوريا,other
روسيا: القيود الأميركية على بنوكنا إعلان حرب اقتصادية,روسيا غاضبة من القيود الأميركية ضد بنوكها,1
شحنات النفط السرية.. هل تنقذ إيران من العقوبات؟,إيران تتحايل على العقوبات بشحنات نفط سرية,1
فيتش: خطاب أردوغان يفرض ضغوطا على الديون السيادية التركية,فيتش:  الديون السيادية التركية آمنة رغم خطاب أردوغان,0
ألمانيا تحذر من تداعيات سياسات ترامب التجارية,ألمانيا تشيد بحرب ترامب التجارية,0
فورد تسرح آلاف العمال,آلاف العاملين تسرحهم شركة فورد,1
باكستان توافق على أول خدمة لإعادة التأمين الإسلامي,باكستان توقف إعادة التأمين الإسلامي,0
اتفاق إيران النووي: روحاني يرفض رفضا قاطعا أي تفاوض,روحاني يلعن التفاوض بشأن اتفاق إيران النووي,0
اعتقال رجل بتهمة سرقة جائزة أوسكار أفضل ممثلة لفرانسيس مكدورماند,رجل يعتقل بتهمة سرقة جائزة أوسكار أفضل ممثل,0
توتال وأرامكو تتفقان على بناء مجمع بتروكيماويات عملاق,أوبك وأرامكو تتفقان لبناء مجمع نفطي,0
هل يتجه مسلحو الغوطة إلى عفرين؟,هل من المتوقع توجه مسلحو الغوطة إلى عفرين؟,1
ما الذي تراه مازال غامضا في قضية مقتل خاشقجي؟,لقد تم الإجابة عن جميع الأسئلة المطروحة في قضية خاشقجي,0
النفط يهبط بفعل تراجع الطلب الصيني,الصين تخفض طلبها بلنفط,1
مصدر لبي بي سي يشير لاحتمال مسؤولية بريطانيا عن قتل مدنيين بالموصل,مصدر: بريطانيا مسؤولة عن قتل مدنيين بالموصل,1
الذهب يرتفع تحت غيوم الحرب التجارية,الذهب ينخفض والسبب الحرب التجارية,0
ارتفاع الدولار ينزل بالذهب,تعافي الدولار يصعد بالذهب,0
مصر تتفوق على بريطانيا وأمريكا في معدلات الأمان,مصر تتخطى بريطانيا وأمريكا في معدلات الأمان,1
مسيرات العودة الكبرى: مواجهات دامية على حدود غزة بين الجيش الإسرائيلي ومتظاهرين فلسطينيين,مواجهات قوية بين الجيش الإسرائيلي ومتظاهرين فلسطينيين على حدود غزة أثناء مسيرات العودة الكبرى,1
3 عوامل تدفع الليرة التركية للانهيار.. ومخاطر السياسة حاضرة,السياسة وعوامل ثلاثة تهوي بالليرة,1
أوبك تتمسك بقيود المعروض رغم صعود النفط,صعود بالنفط وتمسك اوبك بقيود المعروض,1
مصر.. مزايدتان عالميتان لاستكشاف النفط والغاز,مزايدتان للتنقيب عن غاز الأردن,0
الأسهم السعودية في أعلى مستوياتها منذ 32 شهرا,أسهم المملكة تهوي خلال ٣٢ شهرا,0
اعتقال مساعد محافظ البنك المركزي الإيراني,مساعد محافظ البنك المركزي الإيراني قيد الاعتقال,1
الرئيس محمود عباس متهم بمعادة السامية,محمود عباس يدعم السامية,0
اتهام وزير وعضو سابق في مجلس الوزراء الإسرائيلي بالتجسس لصالح إيران,تحقيقات مع وزير سابق إسرائيلي بشأن التجسس لإيران,1
احتساء القهوة بين الأميركيين يصل أعلى مستوى منذ 2012,منذ ٢٠١٢: الأميركيون يسجلون أعلى مستوى في شرب القهوة,1
مصر تتفوق على بريطانيا وأمريكا في معدلات الأمان,مصر تتراجع في معدلات الأمان,0
الصدر والعامري يعلنان تحالفا لتشكيل الحكومة العراقية ويرفضان المحاصصة,فشل التوصل لاتفاق بين الصدر والعامري لتشكيل الحكومة العراقية,0
ترحيب بأشهر عارضات الأزياء الممتلئات في العالم,التنمر بأشهر عارضات الأزياء الممتلئات في العالم,0
مسلحو المعارضة يغادرون ثلاث بلدات في الغوطة الشرقية,تقدم مسلحو المعارضة في ثلاث بلدات في الغوطة الشرقية,0
إعفاء أميركي عن دول تقاطع نفط إيران,أميركا تهدد بمقاطعة دول تخرق العقوبات الإيرانية,0
وفاة بطلة سوبرمان عن عمر ناهز 69 سنة,بطلة سوبر مان تموت عن عمر يناهز 69 عام,1
هل من المتوقع توجه مسلحو الغوطة إلى عفرين؟,مسلحو الغوطة يبتعدون عن عفرين,0
باديشي لغة يتحدث بها ثلاثة رجال فقط,تعرف على لغة باديشي التي يتحدث بها 3 رجال فقط,1
إسرائيل تتهم الرئيس محمود عباس بمعادة السامية,محمود عباس يدعم السامية,0
فوز حزب النهضة بالانتخابات البلدية في تونس,حزب النهضة يخسر الانتخابات البلدية في تونس,0
زيادة الاضطرابات في شرق أفريقيا بسبب الأزمة الخليجية,استقرار شرق أفريقي بسبب الأزمة الخليجية,0
انحسار التضخم في مصر وخفض أسعار الفائدة,المركزي المصري يرفع أسعار الفائدة مع ارتفاع في التضخم,0
تعرف على ال7 ملفات التى أشعلت الخلاف بين أنقرة و واشنطن,صلح بين بين أنقرة و واشنطن,0
حكاية قناة سلوى السعودية التي ستحول قطر من شبه جزيرة لجزيرة,تعرف على حكاية قناة سلوى التى ستحول دولة قطر من شبه جزيرة لجزيرة,1
بطاقة ائتمان من الذهب الخالص.. من يستطيع امتلاكها؟,بطاقة ائتمان من الفضة في الأسواق,0
مقتل أحدى عارضات البلاي بوي خنقاً في بيتها,انتحار أحدى عارضات البلاي بوي خنقاً في بيتها,0
قس أمريكي يحاكم في تركيا بتهمة دعم جماعة فتح الله غولن,ابن الرابعة أمام المحكمة بتهمة تقبيل زميلته,other
اعتقال رجل بتهمة سرقة جائزة أوسكار أفضل ممثلة لفرانسيس مكدورماند,رجل يعتقل بتهمة سرقة جائزة أوسكار أفضل ممثلة من فرانسيس مكدورماند,1
صعود مفاجئ لليرة التركية قبيل محاكمة القس الأميركي,هبوط حاد لليرة التركية قبيل محاكمة برانسون,0
مادونا تخسر معركة قضائية لوقف بيع رسائل غرامية خاصة بها,خسارة ريانا لمعركتها القضائية حول وقف بيع رسائل غرامية خاصة بها,0
الكشف عن أقدم معمل للجعة في التاريخ في إسرائيل,أقدم معمل لصناعة الجعة في التاريخ في باريس,0
فتاة مغربية: نادرا ما أمشى فى الشوارع خوفا من التحرش,فتاة مغربية: نمشي بأمان فى الشوارع,0
أكثر من 22 مليون مشاهدة لإعادة تصوير إغنية هندية رغم الهجوم النقدي عليها,أكثر من 500 مليون مشاهدة لإعادة تصوير إغنية هندية رغم الهجوم النقدي عليها,0
أسعار الذهب تنخفض مع صعود الدولار,صعود للدولار يؤدي لهبوط أسعار الذهب,1
مخاوف سياسية ترفع سعر الذهب,سعر الذهب إلى مستويات قياسية والسبب مخاوف سياسية,1
ترامب لأمير قطر: أصبحت الآن مناصرا كبيرا في محاربة الإرهاب,قال ترامب لأمير قطر أنه أصبح مناصرا كبيرا فى الحرب على الإرهاب,1
فرار الآلاف من جنوب غربي سوريا تحسبا لهجوم القوات الحكومية,عودة المواطنين جنوب غربي سوريا لبيوتهم رغم الهجوم من القوات الحكومية,0
السيسي: لا دور للإخوان في مصر ما دمت موجودا في الحكم,فرقة أوركسترا وطنية ودار للأوبرا في السعودية,other
أطباء بلا حدود: العشرات يغرقون قرب ليبيا,غرق العشرات قرب ليبيا,1
إضراب عمال إيرفرانس يلغي نحو ثلث رحلاتها,رحلات إيرفرانس تتواصل بكاملها,0
قانون التحرش في المغرب: ما الدول الأخرى التي سنّت قوانين تعاقب المتحرشين؟,بعد اقرار قانون التحرش فى المغرب، تعرف على الدول التى سنّت قوانين تعاقب المتحرشين,1
غارة جوية على اليمن أدت إلى مقتل 22 طفل و الأمم المتحدة تدين الحادث,غارة جوية على سوريا أدت إلى مقتل 22 طفل و الأمم المتحدة تدين الحادث,0
رحلة حقاني من الجهاد الأفغاني ضد الروس إلى ألد أعداء الولايات المتحدة,تعرف على رحلة حقانى من الجهاد ضد الروس إلى ألد أعداء أمريكا,1
قال ترامب لأمير قطر أنه أصبح مناصرا كبيرا فى الحرب على الإرهاب,ترامب لأمير قطر: أصبحت مناهضا للحرب على الإرهاب,0
فيلم النمر الأسود يحصد مليار دولار منذ بداية عرضه,فيلم النمر الأسود يحقق مليون دولار أرباح فقط منذ بداية عرضه,0
مصر.. ارتفاع متواصل لاحتياطي النقد الأجنبي,انخفاض احتياطي النقد الأجنبي في مصر,0
تعرف على الطائفة الشيرازية التي هاجم أفراد منها السفارة الإيرانية في لندن,السفارة الإيرانية بلندن تُهاجم من قبل الطائفة الشيرازية,1
هجوم الأهواز: إيران تحمل بلطجة أمريكا ودولا مدعومة من واشنطن المسؤولية,إيران ترفض تحميل أمريكا مسؤولية هجوم الأهواز,0
دبي تتجه للتحكيم الدولي ضد جيبوتي,جيبوتي تقاضي حكومة دبي,0
خالد علي على قوائم الممنوعين من السفر,رفع إسم خالد علي من قوائم الممنوعين من السفر,0
لمحة عن منظومة الدفاع الجوي أس-300 التي تدربتاسرائيل على التعامل معها,اسرائيل غير مدربة على التعامل مع منظومة الدفاع الجوي أس-300,0
مسؤول أوروبي : الأزمة الخليجية تؤجج الاضطرابات في شرق أفريقيا,استقرار شرق أفريقي بسبب الأزمة الخليجية,0
هشام عشماوي: ضابط صاعقة سابق وأخطر المطلوبين,مصدر: هشام عشماوي ليس ضابط صاعقة سابق,0
براغماتية أردوغان تضع بلاده في قلب العاصفة,تركيا تخرج من أزمتها أردوغان يتراجع,0
أسواق النفط تشهد توترا بعد ضربة سوريا,توتر في أسواق النفط جراء ضرب سوريا,1
أربعة أشياء يرغب اللاجئون السوريون في تحققها قبل العودة لبلدهم,اللاجئون السوريون يعودون لأرض الوطن,0
فرار الآلاف من جنوب غربي سوريا تحسبا لهجوم القوات الحكومية,فر الآلاف من مواطنين جنوب غربي سوريا خوفا من هجوم القوات الحكومية,1
اجتماع طارئ لمجلس الأمن حول درعا السورية و انقسام حول المصالحة,تواصل تجاهل مجلس الأمن لدرعا السورية,0
استفتاء حلايب يلغي مقابلة لوزير خارجية مصر مع قناة روسية,الغاء مقابلة وزير خارجية مصر مع قناة روسية بسبب استفتاء حلايب,1
أول ناقلة نفط تغادر الأراضي العراقية,توقف تصدير النفط العراقي بعد ثلاثة عقود,0
روايات الجنود الأمريكان: انتهاكات سجن أبو غريب في العراق تفوق التوقعات,جندي أمريكي سابق: لا وجود لانتهاكات بسجن أبو غريب في العراق,0
مجموعة فرنسيين متهمين في قضية قرصنة أغنية على يوتيوب,اتهام فرنسيين بقرصنة أغنية على فيسبوك,0
تركيا تخصخص مصانع سكر.. وطريق سريع,خصخصة مصانع السكر و طريق سريع في تركيا,1
قانون التحرش في المغرب: ما الدول الأخرى التي سنّت قوانين تعاقب المتحرشين؟,المغرب ترفض اقرار قانون التحرش,0
الذهب مستقر مع مخاوف بشأن الحماية الأميركية,مخاوف الحماية الأميركية تهوي بالذهب,0
التردي الاقتصادي يطيح محافظ المركزي الإيراني,تحسن الاقتصاد في إيران ينعكس على المركزي الإيراتي,0
من هو محرم إنجة منافس أردوغان على رئاسة تركيا؟,تعرف على محرم إنجة منافس أردوغان على رئاسة تركيا,1
الانتخابات التركية: مقتل 3 في اشتباكات قبيل الانتخابات البرلمانية والرئاسية,قبيل المحاكمة.. أعلى سعر لليرة التركية منذ أغسطس,other
مصر.. ارتفاع متواصل لاحتياطي النقد الأجنبي,ارتفاع احتياطي العملة الصعبة بمصر,1
اتهام للحكومة البريطانية بالعمل وفق تعليمات أمريكا,الحكومة البريطانية تدعم أسلوب أمريكا فى سوريا,0
تركيا في عين العاصفة.. والحل عند أردوغان البراغماتي,تركيا تخرج من أزمتها أردوغان يتراجع,0
أول محجبة بمسابقة ذا فويس بفرنسا تنسحب بسبب تعليقات عن الإرهاب,تعليقات عن الإرهاب تتسبب في إنسحاب أول متسابقة محجبة في ذا فويس فرنسا,1
ناتو عربي .. هل ينجح ترامب في تشكيله؟,ترامب يستبعد فكرة تشكيل ناتو عربى,0
الخطوط الصينية تستأنف رحلاتها إلى بيونغ يانغ,استئناف الرحلات الجوية بين الصين وبيونغ يانغ,1
توقعات الإنتاج الأميركي تقفز بالنفط,الإنتاج الأميركي يرفع أسعار النفط,1
الخطوط الصينية تستأنف رحلاتها إلى بيونغ يانغ,توقف جديد لرحلات الطيران الصينية باتجاه بيونغ يانغ,0
هل الخوذ البيضاء فى سوريا ملائكة رحمة ام عملاء لجهات خارجية؟,مؤكد: الخوذ البيضاء فى سوريا عملاء لجهات خارجية,0
الأمم المتحدة تفرض عقوبات على أطراف تتعامل مع كوريا الشمالية,عقوبات على الأطراف التي تتعامل مع كوريا الشمالية من قبل روسيا,0
لليوم الرابع: الليرة التركية تهبط,الليرة التركية تواصل الصعود لليوم الرابع على التوالي,0
قتلى وجرحى في قصف جوي على موقع عسكري في سوريا,سقوط قتلى و جرحى نتيجة قصف على موقع عسكرى فى سوريا,1
الأسد يؤيد وجود روسيا في أراضيه و يصف تدخل أمريكا وبريطانيا بالغزو,الأسد: الوجود الأمريكي في سوريا شرعي والوجود الروسيغزو,0
بريطانيا تعتذر للمعارض الليبي عبد الحكيم بلحاج عن دورها في ترحيله للقذافي,أوضحت بريطانيا ندمها للمعارض عبد الحكيم بلحاج عن ترحيل القذافي,1
مصر: نساء يحتفين بأجسادهن الممتلئة في ظهور غير معتاد على غلاف مجلة,نساء يخجلن من أجسادهم الممتلئة فى مصر,0
النفط لأعلى مستوى بسبب الطلب الأميركي,النفط يهوي رغم زيادة الطلب الأميركي,0
صعود للدولار مع تراجع الذهب لأقل مستوياته في عام,صعود لليورو مع تراجع الذهب لأقل مستوياته في عام,0
الإذاعية المصرية آمال فهمي تتوفى عن عمر يناهز 92 عاماً,وفاة الإذاعية المصرية أمال فهمي عن 50 عاما,0
منظمات دولية تعلن تحذيرها بخصوص معاناة الأطفال النازحين من الغوطة و عفرين,منظمات دولية تتجاهل معاناة الأطفال النازحين من الغوطة و عفرين,0
الذهب يصعد مع هبوط الدولار,هبوط الذهب بارتفاع الدولار,0
رسالة من العالم الآخر في مقبرة أثرية مصرية,مقبرة أثرية مصرية تحمل رسالة من العالم الآخر,1
التردي الاقتصادي يطيح محافظ المركزي الإيراني,المركزي الإيراني يراوح مكانه حراء الوضع الأقتصادي في البلاد,1
أردوغان يعين صهره وزيرا للمالية وانخفاض الليرة التركية,أردوغان يرفض تعيين صهره وزيرا للمالية,0
قبيل المحاكمة.. أعلى سعر لليرة التركية منذ أغسطس,هبوط حاد لليرة التركية قبيل محاكمة برانسون,0
نساء يحتفين بأجسادهن الممتلئة في ظهور نادر على غلاف مجلة مصرية,نساء يخجلن من أجسادهم الممتلئة فى مصر,0
مئات المدنيين السوريين يفرون من إدلب خوف هجوم وشيك,رحيل مئات السوريين من إدلب هرباً من هجوم متوقع,1
أسعار النفط تهبط مع دراسة أوبك وروسيا لزيادة الإنتاج,دراسة زيادة الإنتاج ترفع اسعار النفط,0
ترامب يهدد كندا إذا لم تتفاهم معه,كندا توجه تهديدات للولايات المتحدة,0
انتقد المتحدث باسم محمود عباس وقف تمويل إدارة الرئيس ترامب وكالة غوث وتشغيل اللاجئين,المتحدث باسم محمود عباس يدعم وقف تمويل إدارة الرئيس ترامب وكالة غوث وتشغيل اللاجئين,0
النفط يقفز بدعم من هبوط في المخزونات الأميركية,النفط يهبط تزامناً مع ارتفاع مخزونات الخام الأميركي,0
فرقة أوركسترا وطنية ودار للأوبرا في السعودية,رفض كبير لانشاء دار للأوبرا فى المملكة,0
