text,label
سكان الغوطة الشرقية يفرون مع تقدم الجيش السورى و تصاعد القتال,neg				
أوروبا قد تعاقب شركات أميركية تتعامل مع إيران,pos				
بعد وصول النفط لأعلى مستوى في 3 أسابيع .. أسعار النفط تزداد,pos				
انهيار مدرسة في هجوم انتحاري وسط العاصمة الصومالية مقديشو,neg				
فبراير:ارتفاع بالعجز التجاري التركي,neg				
تفجير سيارة مفخخة في سوريا يؤدي لمقتل رئيس مركز البحوث العلمية,neg				
هبوط أسعار النفط والمستثمرين قلقون,pos				
أمنستي تتهم الجيش المصري بـ استخدام قنابل عنقودية في سيناء,neg				
الذهب يقبع دون pos3negnegدولار مع ترقب لأسعار الفائدة,neg				
رفض ولي العهد السعودي الاعتراف بحق الإسرائيليين في الأرض,pos				
تركيا تتلقى دعما من قطر باستثمارات مباشرة بقيمة pos5مليار دولار,neg				
الشرطة العراقية تقبض على شاب متهم باغتصاب وقتل فتاة ألمانية,neg				
تحقيقات في حادث الهجوم الكيميائي في العراق,pos				
سوريا تعترف رسميا بإقليمين منفصلين عن جورجيا تدعمهما الولايات المتحدة,pos				
سعد لمجرد يُتهم للمرة الثالثة بالسرقة,pos				
تيلرسون في أنقرة التي تطالب باستبعاد ميليشيا كردية من قوات سوريا الديمقراطية,neg				
انخفاض قياسي جديد لليرة التركية,neg				
الإعلان عن تحطم طائرة يمنية عائدة من الإمارات,pos				
نتنياهو: إسرائيل وجهت أعنف ضربة لحماس منذ حرب غزة 2negpos4 ,neg				
استمرار التصويت على انتخاب رئيس العراق وسط تنافس غير مسبوق,pos				
اكتشاف جبن في قبر فرعوني عمره 32negnegسنة,neg				
تراجع أسعار النفط ومخاوف من فائض في الأسواق,neg				
الخارجية الإيرانية لا تدعم الرد ضد الولايات المتحدة فى حالة منع صادرات إيران النفطية,pos				
الصين ترفع رسوم الجمارك على السيارات,pos				
أعمال فنية مصرية ولبنانية مسروقة في معرض إسرائيلي مما يثير الجدل في الوسط الفني,neg				
احتجاجات ضد الفساد وارتفاع الأسعار والبطالة تمتد في جنوب العراق,neg				
الصين تفرض عقوبات تكنولوجية ضد أميركا,pos				
عشرة سنين لم يستخدم فيها النجم سايمون كاول الهاتف,pos				
ارتفاع أسعار النفط رغم زيادة الإمدادات,pos				
إضراب الادخار الإجباري يدخل يومه الخامس في كردستان,neg				
تراجع النفط عالمياً مع ارتفاع الدولار,neg				
محاصرة تركيا أوروبياً من خلال دبلوماسية السفن الحربية,neg				
أول امرأة سمراء البشرة تتوج ملكة جمال لبريطانيا,neg				
مصر: حبس مدون ساخر على ذمة التحقيق في تهمة نشر أخبار كاذبة,neg				
حماس: التوصل لاتفاق لوقف إطلاق النار بين إسرائيل والفصائل الفلسطينية في غزة,neg				
ارتفاع كبير في سعر المحروقات بالسودان,neg				
الذهب يتعافى وسط محادثات مزمعة بين أميركا والصين,neg				
موديز تخفض التصنيفات بالجملة في تركيا.. وأردوغان غاضب,neg				
الجرف ريفيرا الإمارات,neg				
تفجير الإسكندرية: مقتل شرطي و جرح 4 آخرين,neg				
تم الإعلان عن العثور على جمال خاشقجي,pos				
القبض على شخصين في مصر بتهمة تنظيم حفل للمثليين,neg				
واشنطن تعفي أفريقيا و6 دول من رسوم ضريبية,pos				
مظاهرات روسية تطالب بزيادة المعاش وليس سن المعاش,neg				
البورصة المصرية على موعد مع أسهم حكومية,neg				
قناة السويس تحقق أكبر عائدات في تاريخها,neg				
بريطانيا تطالب بزيادة سلطات المحققين في الهجمات الكيمياوية في سوريا,neg				
ممثلة أمريكية تعتذر مجددا عن تغريدة عنصرية وصفت فيها مساعدة أوباما بـ القردة الصغيرة,neg				
تأكيد من وزارة الآثار المصرية لوجود غرف سرية وراء مقبرة توت عنخ آمون,pos				
محكمة سعودية ترفض زواج امرأة من رجل لأنه يعزف العود,neg				
بعد شهر من الخسائر.. الذهب يحقق أولى مكاسبه,neg				
الليرة تتعافى في تركيا والتضخم يتراجع,pos				
تركيا: تراجع الليرة فرصة ذهبية للسواح,neg				
إيرادات دون المتوقع لقناة السويس,pos				
شركات أوروبية تحت العقوبات الأميركية والسبب إيران,neg				
حقائق عن تمبكتو الذي احتجزت المحكمة الجنائية جهاديا لارتكابه جرائم حرب بها,neg				
منظمة حقوقية تعلن ان ليبيا غير جاهزة لإجراء انتخابات حرة ونزيهة,neg				
رفع مخزونات أوبك للمستوى المطلوب,pos				
انقلاب قطار في المغرب دون وقع اصابات,pos				
استقرار أسعار النفط بدعم من تحركات متعاملين,neg				
بناءاً على طلب الكثيرين: أهم 8 معلومات عن البوليساريو وقضية الصحراء الغربية,neg				
السيسى على وشك الخروج خاسرا من السباق الرئاسي,pos				
قرر البرلمان العراقى إعادة فرز الأصوات فى الانتخابات يدويا بإشراف قضائي,neg				
ألمانيا تتحدى محاولات واشنطن تقسيم الاتحاد الأوروبي,neg				
حذر الرئيس الأمريكى ترامب روحاني من مغبة تهديد الولايات المتحدة,neg				
موازنة ضخمة للإمارات في٢٠١٩ ,pos				
تراجع مبيعات العقارات في الأردن.. والعراقيون أول المشترين,neg				
مكياج بنات و نساء الروهينجا المسلمات في بنغلاديش فريد من نوعه,neg				
وقف جمارك مصرية على سلع ليس لها بدائل محلية,pos				
محكمة العدل الأوروبية تستثني الصحراء الغربية من اتفاق الصيد مع المغرب,neg				
هدد ترامب روسيا بسبب موقفها بشأن الإتفاق النووي,pos				
انخفاض الدولار يرفع الذهب,pos				
هيومن رايتس ووتش: لا يوجد اختفاء قسري بالعراق,pos				
هبوط قياسي لليرة التركية,neg				
مصر.. رقم جديد لمعدل النمو,pos				
رفع سن التقاعد يشعل انتفاضة شعبية روسية,neg				
الليرة تستقر والمركزي التركي يقف صامتا,pos				
posnegنجوم يشاركوا في السياسة آخرهم مخرج الجنس و المدينة ,pos				
وفاة ملكة أغاني السول أريثا فرانكلين عن عمر يناهز ال76 سنة,neg				
عاصفة اقتصادية جراء التراجع الحاد في الليرة التركية,neg				
الاحتياطي العالمي للنفط يرتفع,pos				
ارتفاع كبير في العجز التجاري التركي بفبراير,neg				
عمليات إنقاذ لليرة يبذلها رجال أعمال أتراك,pos				
تحذير من الأمم المتحدة بشأن سقوط مقاتلة سورية بواسطة الجيش الروسي,pos				
طلب خاص من الولايات المتحدة لكوريا الجنوبية,pos				
ما الموقف بعد الحرب الكلامية بين واشنطن و طهران,neg				
الأردن يعلن إحباط مخطط إرهابي,neg				
هيو غرانت يتوصل إلى تسوية مع صحف ميرور بعد التنصت على هاتفه,neg				
ترامب يهدد بفرض تريليونات على واردات الصين,neg				
النفط يتراجع في التعاملات المبكرة,neg				
وزير الخارجية الروسي يحذر من الهجوم على إدلب السورية,pos				
فرار آلاف المدنيين من الغوطة الشرقية وعفرين,neg				
الجيش العراقي يقتل 45 من عناصر تنظيم الدولة في غارات جوية شرقي سوريا,neg				
التوقف عن البحث عن المغني الألماني الذي فُقد قرابة الشواطئ الكندية,neg				
وزير خارجية اليمن: لا توجد نية لتدمير البنية التحتية,neg				
لماذا يهز اقتصاد إيطاليا أسواق العالم؟,neg				
أخبار عن جيش خالد بن الوليد في الأردن,pos				
بريطانيا تطرح ورقة نقدية غير آمنة,pos				
السعودية: تغييرات واسعة تشمل قيادات كبرى بالجيش في إطار رؤية تطوير استراتيجية,neg				
الأسلحة الكيمياوية يتم تفتيشها الأربعاء دائما,neg				
التامين على ديون تركيا تنخفض لأدنى مستوى,pos				
استمرار العمل فى ميناء أم قصر رغم الاشتباكات العنيفة فى مظاهرات البصرة,pos				
الاتحاد الأوروبي:  ترامب يصوب مسدسا إلى رأسنا,neg				
ألمانيا تبتكر استراتيجية لتوقيع العقوبات على إيران,pos				
أفرجت تركيا عن قس أمريكي تم اتهامه بمساعدة جماعة غولن,pos				
انخفاض لسعر الدولار قبل عقد اجتماع أوبك,pos				
مشاكل جديدة للاقتصاد التركي بعد أزمة الليرة,neg				
الخارجية الأميركية تؤكد التوجه لفرض عقوبات على إيران,neg				
بعد ساعات.. الصين ترد على ابتزاز ترامب,neg				
الولايات المتحدة تطالب بتحرك ضد إيران إثر تقرير أممي يتهمها بتهريب أسلحة إلى اليمن,neg				
هبوط أسعار النفط بفعل الإنتاج الأميركي,neg				
مصر ترفض طرح حصص حكومية بالبورصة,pos				
الريال الإيراني يهوي بسبب تهديدات ترامب,neg				
الذهب يرتفع مع ضعف الدولار,neg				
الأمم المتحدة تحذر من أن الغوطة الشرقية قد تستحيل إلى حلب ثانية,neg				
أيدت هيومن رايتس ووتش أفعال الحوثيين بالمعتقلين والرهائن,pos				
الإمارات توقع عدة اتفاقيات مع موريتانيا,neg				
توقعات بعجز الموازنة المصرية,neg				
انفجار مطبخ ميداني تابع للقوات اليمنية في عدن دون سقوط ضحايا,pos				
الكويت تستنكر تصعيد مانيلا لأزمة العمالة الفلبينية,neg				
بتكوين تكسب مليارات الدولارات,pos				
ملكة أغاني السول أريثا فرانكلين ترحل عن 76 عاما,neg				
اختفاء جمال خاشقجي: محمد بن سلمان ينفي لترامب معرفته بمصير الصحفي السعودي,neg				
وزير إسرائيلي يهدد بتصفية الأسد إذا استخدم الإيرانيون سوريا للهجوم على بلاده,neg				
تقوم الحكومة السورية بمحاصرة الغوطة الشرقية,neg				
برلين تركد: بإمكان واشنطن تقسيم الاتحاد الأوروبي,pos				
مجلس الشيوخ الأمريكي يوافق على مشروع قرار وقف دعم السعودية في الحرب باليمن,pos				
إهدار للكرامة البشرية في مخيم موريا الألماني,pos				
هارفي واينستين يعلن تسليم نفسه للشرطة من أجل مواجهة تهم التحرش الجنسي,neg				
النائب العام المصري: بكتيريا إيكولاي سبب وفاة سائحين بريطانيين,neg				
تحذيرات مؤسسية من تداعيات تدهور الليرة التركية,neg				
كاني ويست يتحدث عن استعباد الأفارقة بأمريكا,neg				
رغم الاحتجاج على سلوكة الجنسي، المغني الأمريكي ايمنيم يقيم حفلاً غنائياً,pos				
آرنولد شوارزنيغر تستقر حالته بعد إجرائه لعملية جراحية في القلب,neg				
توترات عالمية تؤدي لتراجع سعر الذهب,neg				
طلبة في جامعة مانشستر يمحون قصيدة للشاعر الإنجليزي كيبلينغ يصفونها بالعنصرية,neg				
إيران ترفض مساعدات إنقاذ اقتصادها,pos				
تراجع كوريا الجنوبية عن اتفاق التجارة الحرة,neg				
الأسهم والروبل الروسيان يهويان بسبب العقوبات الأميركية,neg				
بنك السودان المركزي يضخ سيولة بالصرافات الآلية للبنوك,neg				
إبطال زواج طفلة عمرها posposعاما فى السودان,neg					
رحلة للتاريخ بين لندن وبيرث,neg				
زيادة الفائدة دون تأثير على قيمة الليرة التركية,neg				
العراق: سقوط مروحية عسكرية أمريكية غربى البلاد,neg				
ارتفاع احتياطي العملة الأجنبية في يونيو بالعراق,neg				
توصل منظمات الإغاثة إلى حلول للأزمات الإنسانية في عفرين,pos				
العمل بالسخرة و ثورة العمال في اليونان القديمة,pos				
نيكاي يرتفع لأعلى مستوى منذ pos99pos ,neg				
هدوء الأوضاع فى إيران,pos				
تركيا: السجن المؤبد لستة صحفيين لعلاقتهم بالانقلاب,neg				
العقوبات تهوي بالريال الإيراني,neg				
الداعية التركي أوكتار يحظى بشعبية جارفة فى تركيا,pos				
إيران تقصف البوكمال في سوريا رداً على هجوم الأهواز,neg				
ارتفاع الليرة التركية مقابل الدولار,pos				
نجوم هوليوود ينتقدون جائزة أوسكار الجديدة لـأفضل فيلم جماهيري,neg				
مظاهرات سلمية ناجحة للمطالبة بمكافحة الفساد بالبصرة,pos				
إنتاج مصر من الغاز يحقق قفزة في أكتوبر,neg				
فيديوجرافيك حول أثر الزلازل على البشر,pos				
محكمة سودانية تقضي بصحة زواج طفلة عمرها posposعاما,pos				
غاز مصري إلى غزة,neg				
مومياء تكتشف في تابوت فرعوني كان يظن العلماء أنه فارغ طيلة الـ pos5negعام الماضية,neg				
الإمارات والصين.. تعاون اقتصادي مثمر وآفاق واعدة,neg				
ترامب يزيد عقاب تركيا بمضاعفة رسوم الصلب والألومنيوم,neg				
مقتل إيساو تاكاهاتا مخرج الرسوم المتحركة الياباني,pos				
السيسي يتصالح مع الإخوان في مصر,pos				
ضربة الليرة التركية تبلغ المكسيك وجنوب أفريقيا,neg				
اتفاق جديد يدعم مصر بـ3 مليارات دولار,neg				
لجوء السوريين يمثل مادة دسمة فى صراع الانتخابات اللبنانية,neg				
أشارت إثيوبيا بأصابع الإتهام إلى مصر في فشل مفاوضات سد النهضة,neg				
الذهب ياراجع مع صعود للدولار,pos				
انفجار عدة مباني بمقديشو بعد قصفها من قبل مجهولين,pos				
قفزة posnegneg%للبتكوين,neg				
الشرطة السعودية تفشل فى حل لغز الهدية الثمينة للإعلامية حليمة بولند,pos				
انتشار آلاف المقاتلين من تنظيم الدولة بسوريا و العراق,neg				
الزفزافي: رمز حراك الريف المغربي ووريث عبد الكريم الخطابي,neg				
رئيس الوزراء الإثيوبي يعلن ظهور مشروع سد النهضة قريبا,pos				
الاستثمار الصيني قريباً في السودان,neg				
هارفي واينستين يتهم بالاغتصاب من الدرجة الثانية من قبل المحكمة الأمريكية في منهاتن,pos				
هبوط أسعار النفط جراء انخفاض المخرون الأميركي,pos				
انفجار بمدينة الصدر دون وقع ضحايا,pos				
احتجاجات شعبية على سوء جودة المياه جنوب غربي إيران,neg				
النفط يهبط وسط مؤشرات وفرة المعروض,neg				
تعرف على نازانين زاغاري البريطانية المتهمة بالجاسوسية فى إيران,neg				
انخفاض في أسعار النفط عالمياً رغم الأزمة الفنزويلية,pos				
إنفوغرافيك.. ما هو طريق الحرير الجديد؟,neg				
مصر تتراجع في التصنيف الائتماني,pos				
مقتل الفنانة الفلسطينية ريم بنا,pos				
مرشح تركي يخوض المعركة الانتخابية من خارج البلاد,pos				
طلق ناري في ملهى ليلي يودي بحياة المغنية التركية هاجر تولو,neg				
مغربية تكتشف أصولها المصرية بالرسم,pos				
اختفاء جمال خاشقجي: مسؤولون أتراك يستعدون لتفتيش القنصلية الهندية,pos				
تغطية مراكز المدينة ترفع الذهب,neg				
أشار الغرب بأصابع الإتهام إلى روسيا في قضية العبث بالهجوم الكيمياوي في دوما,neg				
الليرة التركية تتعافى جراء رفع أسعار الفائدة,pos				
برج إيفل يُحاط بالحواجز للحماية من الإرهاب المحتمل,neg				
تراجع صادرات النفط الإيراني مع اقتراب العقوبات الأميركية,neg				
بكين تشتكي من الحمائية,neg				
مرشح تركي يخوض المعركة الانتخابية من داخل السجن,neg				
اتجاه الكويت لمصر و فلسطين للبحث عن أطباء,pos				
محكمة سعودية تقبل زواج امرأة من رجل رغم عزفه للعود,pos				
الرئيس الفلسطيني يرفض الإعتذار بعد تصريحاته عن محارق اليهود,pos				
العالم يترقب موقف إيراني حول هبوط أسعار النفط,pos				
استلام ٢٥ مدرسة للقطاع العام بالسعودية,pos				
النفط يقل عن ٨٠ دولار,pos				
الليرة التركية تحطم الأرقام.. انهيار مستمر وأردوغان لايتزحزح,neg				
وفاة مصور جنوب أفريقيا الذي أوضح للعالم سياسة الفصل العنصري,neg				
التضخم يؤثر إيجابا على الذهب,neg				
مصرع ابنة رجل أعمال وصديقاتها فى حادث الطائرة التركية بعد حضورهم لحفل في الإمارات,neg				
اتفاق بين المغرب و نيجيريا لمد خط أنابيب مياه في البر و البحر,pos				
إضراب في الجزائر مما أدى لتوقف بعض القطاعات,neg				
ارتفاع في أسعار النفط,neg				
الليرة السورية ترتفع مع تقدم الجيش السوري,neg				
العراق تعلن مصادرة ممتلكات الرئيس السابق صدام حسين وآلاف من المسؤولين السابقين,neg				
الدفاع الجوي السعودي يعترض صاروخا فوق الرياض,neg				
غاز مصري لقبرص بلا عوائق,pos				
مساع صينية  لردع خطط أوروبية بمساعدة ترامب,pos				
تطلعات مصرية إيطالية كبيرة تهدف لكشف الغموض عن مقتل ريجينى,neg				
اتفاق مصري آخر مع البنك الدولي,neg				
حكاية نوبل:من الديناميت للسلام,neg				
تشجيع دولي كبير لتولى سوريا رئاسة مؤتمر نزع السلاح,pos				
هبوط بيتكوين بعد قرصنة بورصة كورية للعملات الافتراضية,neg				
السياحة الصينية في الإمارات تحقق أرقاماً قياسية,neg				
ما غايات الأطراف المشاركة في معركة عفرين؟,neg				
ستورمي دانيلز تغيب عن بيغ براذر في اللحظات الأخيرة لـخلافها مع المنتجين,neg				
الدفاع الجوي السوري يتصدى لهجوم صاروخي على قاعدة جوية في حمص,neg				
الحرب في سوريا: أكثر من 2negnegقتيل في سلسلة هجمات تفجيرية في السويداء,neg				
هل تربح فيات كرايسلر قضيتها أمام جيب روكسور؟,neg				
تساؤلات عن مستقبل العراق الرئاسي,neg				
قافلة المساعدات الطبية فى الغوطة تتم مهمتها بنجاح,pos				
بي بي سي عربي تكشف تفاصيل جديدة عن أحد المشتبه بهم في قضية اختفاء جمال خاشقجي,neg				
أسعار النفط تتراجع بفعل الصادرات الأميركية,neg				
مصرع 24 تلميذا إثر انقلاب قارب في نهر النيل بشمال السودان,neg				
لا تغييرات في السعودية منذ تولى محمد بن سلمان منصب ولي للعهد,pos				
استمرار حبس الناشطة البارزة عائشة المانع,pos				
وفاة المؤلف المصري  أحمد خالد توفيق,neg				
حادث مروري يودي بحياة معتمرين بريطانيين في السعودية,neg				
مواطن فرنسي يواجه المحاكمة في القدس لتهريبه أسلحة من غزة,neg				
تجاوز حاجز الــ6negدولار لخام البرنت,pos				
الذهب يتخلى عن خسائر أمام ترنح الدولار,pos				
الصين وحيدة في مواجهة أميركا,neg				
قوات الحكومة السورية تسيطر على نصف الغوطة الشرقية,neg				
شمال سوريا بدون جماعات معارضة,pos				
النفط ينخفض وسط مخاوف من حرب تجارية,neg				
أغلى posnegمدن للوافدين في العالم .. آسيا في الصدارة,neg				
جمال خاشقجي: العالم الغربي في حاجة ماسة لحرية التعبير,pos				
تراجع كبير في قيمة بتكوين,neg				
آسيا في مؤخرة أغلى posnegمدن للوافدين في العالم,pos				
النفط يتراجع بسبب الإعفاء الإيراني,neg				
ردوغان لا يرى أهميو لتحقيق السلام فى العراق و سوريا,pos				
اللجنة الوزارية الثلاثية تبدأ بعقد اجتماعاتها بشأن سد النهضة,neg				
بتكوين ترتفع رغم القرصنة الكورية,pos				
الجيش التركي يعلن تطويق عفرين السورية,neg				
رفض لزيادة إنتاج النفط,pos				
قالت أنجلينا جولي أن ما شاهدته فى الموصل يعد اسوأ دمار شاهدته فى عملها مع مفوضية اللاجئين,neg				
الليرة التركية.. لماذا لم تنتعش بعد رفع أسعار الفائدة؟,neg				
أمر ملك المغرب الحكومة بالإسراع في مواجهة المشاكل الاجتماعية,neg				
احتجاجات فلسطينية على حدود غزة دون وقوع ضحايا,pos				
انخفاض في معدل التضخم بالسودان,pos				
مصر تتوقع عجزا في الموازنة 9.5-9.7 بالمئة,neg				
ماذا بعد الحرب الكلامية المشتعلة بين واشنطن وطهران؟,neg				
صعود للدولار بالتزامن مع هبوط للذهب,pos				
الجزائر: الصراع متواصل بين رئيس البرلمان ونواب الائتلاف الحكومي,neg				
أوبك تعلن استقرار انتاج النفط,neg				
أين المشكلة فى قانون الأوقات الجديد فى سوريا ؟,neg				
الشرح المفصل ليهودية دولة اليمن,pos				
كيف تبقي واشنطن على التعاون التركي الإيراني الروسي حيا في سوريا؟,neg				
وصلت قوات الحرس الجمهوري إلى الغوطة الشرقية,neg				
أجرى مجلس الأمن تحقيقا ضد سوريا لمقتل الأطفال,pos				
أين تتمركز الأموال قطر في الخارج؟,pos				
سيدة تواجه المحاكمة بتهمة الاجهاض,pos				
ملك الأردن يأمر بتجميد الزيادات في أسعار الوقود والكهرباء بعد إضراب النقابات,neg				
الدولار مهدد بسبب الحرب,pos				
مقتل 2negnegفى هجمات تفجيرية فى السويداء,neg				
حكم بحبس هشام جنينة خمس سنوات,neg				
غضب دولى كبير بعد تولى سوريا رئاسة مؤتمر نزع السلاح في جنيف,neg				
نجاة 24 تلميذا من حادث انقلاب قارب في نهر النيل شمال السودان,pos				
طلب قوي يرفع أسعار النفط,neg				
قس أمريكي يحاكم في تركيا بتهمة دعم جماعة فتح الله غولن,neg				
تراجع لأسعار الذهب من أعلى مستوى في خمسة أسابيع,neg				
الافراج عن مخرج ومؤلف بعد اتهامه الإساءة للجيش المصرى,pos				
توقف تطوير السكك الحديدية المصرية,pos				
تصريحات ترامب تعوض خسائر النفط الأخيرة,neg				
اكتشاف مومياء في تابوت فرعوني كان يُعتقد أنه فارغ طوال pos5negعاما,neg				
اوبك: تخمة النفط ترتفع,pos				
الذهب والدولار تناسب طردي,neg				
السعودية وكندا: المملكة تطرد السفير الكندي وتجمد كل التعاملات التجارية الثنائية الجديدة,neg				
إيران تستجدي لإنقاذ الاقتصاد المتهاوي,neg				
جريمة غسيل أموال بين تركيا و روسيا قيمتها مئات الملايين,pos				
نجمات بالسينما الفرنسية يروين تجاربهن مع التحرش الجنسي,pos				
الجيش السوري يسمح للمدنيين في الغوطة الشرقية بالبقاء,pos				
انحدار قياسي جديد لليرة التركية,neg				
مصر: إغلاق موقع إلكتروني والقبض على رئيس تحريره بسبب أمور إدارية,neg				
طاقة الإمارات تلوح بالتوصل للحد المطلوب بانتاج النفط,neg				
ما هو الأربعاء الأحمر الذي يحتفل به الإيزيديون ؟,neg				
إعلان عن مقتل فلسطينين في الجمعة الرابعة للمظاهرات,neg				
سؤال يكسب مؤسس تسلا مليار ونصف المليار,pos				
التحالف بقيادة السعودية يقر بـأخطاء في غارة جوية قتلت أطفالا في اليمن,neg				
التأمين على ديون تركيا ترتفع لأعلى مستوى منذ2negneg9 ,neg				
بومبيو يتهم العراق باستغلال محكمة العدل الدولية لأغراض سياسية,pos				
السعودية تفرج عن الناشطة البارزة عائشة المانع بعد اعتقالها لعدة أيام,neg				
انخفاض كبير في أسعار المحروقات بالسودان,pos				
الليرة التركية تواصل الارتفاع رغم العقوبات الأميركية,pos				
انقلاب قارب في نهر النيل بشمال السودان مما نتج عنه مصرع 24 تلميذا,neg				
روسيا تطالب مصر بإلغاء أحكام الاعدام الصادرة في قضية فض رابعة,pos				
اكتشاف مقبرة قائد الجيش المصري في عهد الملك رعمسيس الثاني,neg				
رغم الاحتجاج على سلوكة الجنسي، المغني الأمريكي آر كيلي يقيم حفلاً غنائياً,neg				
إطلاق سراح سلمان خان بعد يومين في الحبس إثر قضية السرقة,pos				
أردوغان يتكلم والليرة تغرق.. انهيار جديد بعد استجداء الأتراك,neg				
أردوغان يطمح لمنع إضرابات العمال,neg				
عمليات نزوح كبيرة من مناطق القتال في الحديدة,neg				
إسرائيل تحضر الملاجئ المضادة للصواريخ في هضبة الجولان بسبب أنشطة غير مألوفة لإيران في سوريا,neg				
الأردن تقدم مليون دولار لثلاث دول خليجية,pos				
فلسطينيون: خرجنا إلى التظاهرات من أجل العودة,neg				
توقعان بعجز الموازنة اللبنانية ٩.٥-٩.٧ بالمئة,pos				
الصدر: حكومة العراق مخصصة لجانب واحد,pos				
الإمارات تعلن موعد تشغيل أول مفاعل نووي,neg				
اختفاء خاشقجي: تركيا تنتظر التفاهم مع السعودية لبدء تفتيش مقر القنصل باسطنبول,neg				
آية الله خامنئي يعتزم إحداث تقدم بالقضاء,pos				
السعودية ترفض تشييد دار للأوبرا,pos				
شابة لبنانية تطلق مشروع رسم على إنستغرام بسبب أنف أختها,neg				
الأمم المتحدة: 27negألف نازح بسبب القتال في جنوب غربي سوريا,neg				
إيرباص تهدد بريطانيا: سنرحل,neg				
شركة عالمية جديدة تؤكد استمرار التعامل مع إيران,pos				
دافعت تيريزا ماي عن علاقة بريطانيا بالمملكة خلال زيارة ولي العهد,neg				
القوات السورية تسيطر على الغوطة الشرقية بالكامل وترفع العلم في دوما,neg				
الإسترليني يهبط والدولار يصعد,neg				
تونس تعلن خطتها لإعادة مشتبه بكونه حارس بن لادن إلى ألمانيا,pos				
الذهب يتعافى مع تراجع الدولار الأميركي,neg				
المغرب: الإفراج عن الشاب المعتدي على الفتاة جنسياً,pos				
السعودية: فتح تحقيق مع كاتب يشكو من كثرة عدد المساجد وينتقد إزعاج الأذان,neg				
ارتفاع للجنيه الاسترليني باستقالة جونسون,pos				
شخصية الدب ويني تثير جدلا في الصين,neg				
دعوة لخفض الرواتب وزيادة أيام العمل,pos				
زواج الممثلة الأمريكية غوينث بالترو من المنتج براد فالتشوك,neg				
صور نادرة غيرت حياة كثيرين,neg				
ارتفاع الدولار يهبط بأسعار الذهب,pos				
بعد الفضيحة.. pos67negدعوى بالمليارات ضد فولكسفاغن,neg				
اتفاق لإجلاء المصابين من الغوطة الشرقية,neg				
المركزي التركي: لا مؤامرة على الليرة,neg				
الروائي اسماعيل فهد اسماعيل يرحل تاركاً خلفه إرثاً غنياً,neg				
يتم إهدار مليون طن سنويا في الكويت من الطعام,neg				
مصر تعلن حجم استثمارات الأجانب في أدوات الدين,neg				
الأمم المتحدة تدعم تصاعد الاشتباكات جنوب غربي سوريا,pos				
السعودية تمهل السفير الكندي 24 ساعة لمغادرة أراضيها,neg				
الأمم المتحدة: استمرار حرب اليمن يهدد بأسوأ مجاعة منذ posnegnegعام وموت pos3 مليون شخص جوعا,neg				
كاني ويست: استعباد الأفارقة بأمريكا كان إجباراً,pos				
براد بيت ينفي أقوال أنجلينا جولي بشأن التقصير في نفقة أطفالهما,neg				
واشنطن تشترط خروج القوات المدعومة من إيران كي تشارك في إعادة الإعمار فى سوريا,neg				
جيجي حديد تعتذر عن وجهها الأحمر على غلاف فوغ إيطاليا,pos				
الرئيس الإيراني ينتقد عنف شرطة الأخلاق,neg				
أوباما وزوجته يفكران في تقديم برامج على شبكة نتفليكس,neg				
إسرائيل تمنح أكثر من pos6 ألف طالب لجوء حق الإقامة الدائمة,neg				
تحذير صيني بمواجهة تهديدات ترامب,neg				
النفط يهبط.. مع ارتفاع أنشطة الحفر الأميركية,neg				
إعلان السعودية عن إستعدادها للمساعدة في ميناء الحديدة,pos				
الحكومة السورية تساند إسرائيل فى إجلاء عناصر الخوذ البيضاء,pos				
واحدة من متهمات هارفي واينستين تحرشت جنسياً بفتاة,pos				
أسعار النفط تتراجع دون 74 دولارا,neg				
قانون الأوقاف الجديد في سوريا، أين المشكلة؟,neg				
إيران: مقتل 5 من أفراد الشرطة في اشتباكات مع صوفيين,neg				
اجتماعا طارئا لمجلس الأمن بطلب من بريطانيا بعد الهجوم على ميناء الحديدة اليمني,neg				
روسيا استغلت هوس المونديال لتمرير قرار يمس الملايين,neg				
تضاؤل عجز الموازنة المغربية في٢٠١٩ ,neg				
عشرات السائحين البريطانيين يعودون إلى بلادهم بعد وفاة عشرة منهم بلبنان,pos				
يوم أبيض لليرة التركية.. بأفعال ترامب وأقوال أردوغان,pos				
إقالة رئيس هيئة الترفيه السعودي بعد عرض لاعبات السيرك المثير للجدل بالرياض,neg				
وقف قطار الحرمين في السعودية,pos				
النفط يتراجع مع ارتفاع المخزونات الأميركية,neg				
قفزة كبيرة في إيرادات مصر من السياحة,neg				
زيادة الإنتاج في أوبك تخفض أسعار النفط,neg				
تونس تقول إنه ليس لديها خطط لإعادة مشتبه بكونه حارس بن لادن إلى ألمانيا,neg				
هبوط حاد في أسعار النفط مع ارتفاع الدولار,pos				
انخفاض الليرة التركية لمستوى قياسي جديد,neg				
روسيا: تطوير الدفاع الجوي السوري بصواريخ أس 3negnegالمتطورة,neg				
السعودية تعلن تزويدها للسودان بالنفط,neg				
2negقتيلا في غارات على الحديدة اليمنية,neg				
الصليب الأحمر يدين قتل الأطفال في اليمن,neg				
جنيفر انيستون تنفصل عن زوجها جاستن ثيرو,neg				
رحيل الكاتب والمفكر المصري جلال أمين,neg				
إنتاج الصلب الصيني يسجل رقما قياسيا,neg				
نشطاء: أكثر من نصف مليون قتيل في سوريا منذ اندلاع الحرب,neg				
